time,value,date
00:59:04,80,2022-03-23
00:59:09,79,2022-03-23
00:59:14,75,2022-03-23
00:59:19,70,2022-03-23
00:59:24,71,2022-03-23
00:59:29,72,2022-03-23
00:59:34,73,2022-03-23
00:59:39,72,2022-03-23
00:59:44,72,2022-03-23
00:59:49,74,2022-03-23
00:59:54,75,2022-03-23
00:59:59,72,2022-03-23
01:00:04,68,2022-03-23
01:00:09,70,2022-03-23
01:00:14,72,2022-03-23
01:00:19,71,2022-03-23
01:00:24,69,2022-03-23
01:00:29,71,2022-03-23
01:00:34,74,2022-03-23
01:00:39,74,2022-03-23
01:00:44,73,2022-03-23
01:00:49,72,2022-03-23
01:00:54,73,2022-03-23
01:00:59,71,2022-03-23
01:01:04,70,2022-03-23
01:01:09,71,2022-03-23
01:01:19,73,2022-03-23
01:01:24,75,2022-03-23
01:01:29,75,2022-03-23
01:01:34,74,2022-03-23
01:01:39,78,2022-03-23
01:01:44,81,2022-03-23
01:01:49,80,2022-03-23
01:01:54,77,2022-03-23
01:02:04,78,2022-03-23
01:02:09,79,2022-03-23
01:02:24,78,2022-03-23
01:02:29,76,2022-03-23
01:02:34,73,2022-03-23
01:02:39,71,2022-03-23
01:02:44,72,2022-03-23
01:02:49,73,2022-03-23
01:02:54,75,2022-03-23
01:03:04,74,2022-03-23
01:03:09,75,2022-03-23
01:03:14,78,2022-03-23
01:03:19,76,2022-03-23
01:03:24,75,2022-03-23
01:03:29,71,2022-03-23
01:03:34,70,2022-03-23
01:03:39,72,2022-03-23
01:03:44,72,2022-03-23
01:03:49,71,2022-03-23
01:03:54,73,2022-03-23
01:03:59,75,2022-03-23
01:04:14,77,2022-03-23
01:04:19,79,2022-03-23
01:04:24,76,2022-03-23
01:04:29,74,2022-03-23
01:04:34,73,2022-03-23
01:04:39,74,2022-03-23
01:04:54,74,2022-03-23
01:04:59,75,2022-03-23
01:05:04,76,2022-03-23
01:05:09,79,2022-03-23
01:05:19,74,2022-03-23
01:05:24,72,2022-03-23
01:05:29,72,2022-03-23
01:05:34,73,2022-03-23
01:05:39,75,2022-03-23
01:05:44,76,2022-03-23
01:05:49,74,2022-03-23
01:05:54,72,2022-03-23
01:05:59,72,2022-03-23
01:06:04,71,2022-03-23
01:06:19,73,2022-03-23
01:06:34,73,2022-03-23
01:06:44,72,2022-03-23
01:06:49,71,2022-03-23
01:06:59,73,2022-03-23
01:07:04,74,2022-03-23
01:07:14,76,2022-03-23
01:07:19,76,2022-03-23
01:07:29,69,2022-03-23
01:07:34,64,2022-03-23
01:07:39,68,2022-03-23
01:07:44,64,2022-03-23
01:07:54,66,2022-03-23
01:07:59,68,2022-03-23
01:08:04,67,2022-03-23
01:08:14,67,2022-03-23
01:08:19,68,2022-03-23
01:08:24,71,2022-03-23
01:08:29,75,2022-03-23
01:08:34,74,2022-03-23
01:08:39,77,2022-03-23
01:08:54,76,2022-03-23
01:08:59,75,2022-03-23
01:09:04,76,2022-03-23
01:09:09,77,2022-03-23
01:09:24,77,2022-03-23
01:09:29,76,2022-03-23
01:09:34,75,2022-03-23
01:09:44,76,2022-03-23
01:09:54,75,2022-03-23
01:10:09,76,2022-03-23
01:10:14,78,2022-03-23
01:10:19,82,2022-03-23
01:10:24,81,2022-03-23
01:10:29,79,2022-03-23
01:10:34,78,2022-03-23
01:10:44,77,2022-03-23
01:10:49,75,2022-03-23
01:10:59,77,2022-03-23
01:11:04,80,2022-03-23
01:11:14,79,2022-03-23
01:11:19,78,2022-03-23
01:11:24,76,2022-03-23
01:11:39,79,2022-03-23
01:11:44,82,2022-03-23
01:11:49,85,2022-03-23
01:11:54,82,2022-03-23
01:11:59,83,2022-03-23
01:12:04,78,2022-03-23
01:12:14,79,2022-03-23
01:12:19,76,2022-03-23
01:12:24,68,2022-03-23
01:12:29,66,2022-03-23
01:12:39,68,2022-03-23
01:12:44,71,2022-03-23
01:12:59,69,2022-03-23
01:13:04,71,2022-03-23
01:13:19,76,2022-03-23
01:13:24,74,2022-03-23
01:13:29,76,2022-03-23
01:13:34,74,2022-03-23
01:13:39,73,2022-03-23
01:13:44,74,2022-03-23
01:13:54,78,2022-03-23
01:13:59,76,2022-03-23
01:14:04,74,2022-03-23
01:14:09,71,2022-03-23
01:14:14,70,2022-03-23
01:14:19,71,2022-03-23
01:14:24,72,2022-03-23
01:14:29,71,2022-03-23
01:14:39,72,2022-03-23
01:14:44,75,2022-03-23
01:14:49,75,2022-03-23
01:14:54,71,2022-03-23
01:14:59,72,2022-03-23
01:15:04,72,2022-03-23
01:15:09,73,2022-03-23
01:15:14,71,2022-03-23
01:15:24,73,2022-03-23
01:15:29,75,2022-03-23
01:15:44,75,2022-03-23
01:15:49,74,2022-03-23
01:15:54,78,2022-03-23
01:15:59,79,2022-03-23
01:16:04,77,2022-03-23
01:16:09,76,2022-03-23
01:16:14,77,2022-03-23
01:16:19,80,2022-03-23
01:16:24,85,2022-03-23
01:16:34,80,2022-03-23
01:16:39,79,2022-03-23
01:16:44,74,2022-03-23
01:16:49,70,2022-03-23
01:16:54,68,2022-03-23
01:16:59,69,2022-03-23
01:17:04,74,2022-03-23
01:17:09,78,2022-03-23
01:17:14,77,2022-03-23
01:17:19,75,2022-03-23
01:17:24,76,2022-03-23
01:17:29,73,2022-03-23
01:17:34,71,2022-03-23
01:17:39,75,2022-03-23
01:17:44,77,2022-03-23
01:17:54,73,2022-03-23
01:17:59,71,2022-03-23
01:18:04,72,2022-03-23
01:18:09,73,2022-03-23
01:18:14,77,2022-03-23
01:18:19,79,2022-03-23
01:18:24,82,2022-03-23
01:18:29,78,2022-03-23
01:18:34,77,2022-03-23
01:18:39,76,2022-03-23
01:18:49,75,2022-03-23
01:19:04,75,2022-03-23
01:19:14,77,2022-03-23
01:19:19,78,2022-03-23
01:19:24,78,2022-03-23
01:19:29,75,2022-03-23
01:19:34,70,2022-03-23
01:19:39,67,2022-03-23
01:19:44,67,2022-03-23
01:19:49,68,2022-03-23
01:19:54,73,2022-03-23
01:19:59,73,2022-03-23
01:20:04,72,2022-03-23
01:20:09,71,2022-03-23
01:20:14,72,2022-03-23
01:20:19,74,2022-03-23
01:20:24,75,2022-03-23
01:20:29,75,2022-03-23
01:20:34,74,2022-03-23
01:20:39,71,2022-03-23
01:20:54,72,2022-03-23
01:20:59,74,2022-03-23
01:21:04,76,2022-03-23
01:21:09,78,2022-03-23
01:21:14,77,2022-03-23
01:21:19,76,2022-03-23
01:21:24,76,2022-03-23
01:21:34,77,2022-03-23
01:21:39,77,2022-03-23
01:21:44,77,2022-03-23
01:21:54,77,2022-03-23
01:22:09,80,2022-03-23
01:22:14,79,2022-03-23
01:22:19,76,2022-03-23
01:22:24,70,2022-03-23
01:22:29,71,2022-03-23
01:22:34,73,2022-03-23
01:22:39,75,2022-03-23
01:22:44,71,2022-03-23
01:22:49,69,2022-03-23
01:22:54,70,2022-03-23
01:22:59,74,2022-03-23
01:23:04,76,2022-03-23
01:23:09,77,2022-03-23
01:23:14,75,2022-03-23
01:23:19,74,2022-03-23
01:23:24,72,2022-03-23
01:23:29,69,2022-03-23
01:23:34,69,2022-03-23
01:23:39,70,2022-03-23
01:23:44,72,2022-03-23
01:23:49,73,2022-03-23
01:23:54,74,2022-03-23
01:23:59,72,2022-03-23
01:24:04,71,2022-03-23
01:24:09,72,2022-03-23
01:24:14,73,2022-03-23
01:24:19,69,2022-03-23
01:24:24,66,2022-03-23
01:24:29,70,2022-03-23
01:24:34,73,2022-03-23
01:24:39,74,2022-03-23
01:24:44,75,2022-03-23
01:24:49,75,2022-03-23
01:24:54,72,2022-03-23
01:24:59,71,2022-03-23
01:25:04,71,2022-03-23
01:25:09,72,2022-03-23
01:25:14,74,2022-03-23
01:25:19,73,2022-03-23
01:25:34,70,2022-03-23
01:25:39,68,2022-03-23
01:25:44,70,2022-03-23
01:25:49,73,2022-03-23
01:25:54,74,2022-03-23
01:25:59,72,2022-03-23
01:26:04,71,2022-03-23
01:26:09,73,2022-03-23
01:26:14,73,2022-03-23
01:26:19,71,2022-03-23
01:26:24,70,2022-03-23
01:26:34,73,2022-03-23
01:26:39,74,2022-03-23
01:26:49,74,2022-03-23
01:26:54,72,2022-03-23
01:26:59,69,2022-03-23
01:27:10,68,2022-03-23
01:27:20,67,2022-03-23
01:27:25,68,2022-03-23
01:27:30,69,2022-03-23
01:27:35,70,2022-03-23
01:27:40,71,2022-03-23
01:27:45,70,2022-03-23
01:28:00,71,2022-03-23
01:28:10,74,2022-03-23
01:28:15,79,2022-03-23
01:28:20,77,2022-03-23
01:28:30,78,2022-03-23
01:28:45,77,2022-03-23
01:28:55,76,2022-03-23
01:29:00,75,2022-03-23
01:29:05,74,2022-03-23
01:29:10,73,2022-03-23
01:29:15,74,2022-03-23
01:29:20,73,2022-03-23
01:29:30,74,2022-03-23
01:29:35,74,2022-03-23
01:29:40,75,2022-03-23
01:29:45,76,2022-03-23
01:29:50,77,2022-03-23
01:29:55,73,2022-03-23
01:30:00,71,2022-03-23
01:30:05,70,2022-03-23
01:30:10,70,2022-03-23
01:30:15,72,2022-03-23
01:30:20,71,2022-03-23
01:30:25,70,2022-03-23
01:30:30,69,2022-03-23
01:30:35,68,2022-03-23
01:30:40,69,2022-03-23
01:30:45,72,2022-03-23
01:30:50,75,2022-03-23
01:30:55,74,2022-03-23
01:31:00,72,2022-03-23
01:31:05,71,2022-03-23
01:31:10,70,2022-03-23
01:31:15,71,2022-03-23
01:31:20,73,2022-03-23
01:31:35,72,2022-03-23
01:31:40,70,2022-03-23
01:31:45,66,2022-03-23
01:31:55,70,2022-03-23
01:32:00,71,2022-03-23
01:32:05,69,2022-03-23
01:32:10,65,2022-03-23
01:32:15,61,2022-03-23
01:32:20,63,2022-03-23
01:32:25,66,2022-03-23
01:32:35,62,2022-03-23
01:32:45,67,2022-03-23
01:32:50,69,2022-03-23
01:32:55,71,2022-03-23
01:33:00,70,2022-03-23
01:33:05,73,2022-03-23
01:33:10,71,2022-03-23
01:33:15,73,2022-03-23
01:33:20,71,2022-03-23
01:33:25,72,2022-03-23
01:33:30,74,2022-03-23
01:33:35,73,2022-03-23
01:33:40,71,2022-03-23
01:33:50,70,2022-03-23
01:33:55,69,2022-03-23
01:34:10,69,2022-03-23
01:34:25,70,2022-03-23
01:34:30,69,2022-03-23
01:34:35,68,2022-03-23
01:34:40,70,2022-03-23
01:34:45,74,2022-03-23
01:34:50,77,2022-03-23
01:34:55,80,2022-03-23
01:35:00,79,2022-03-23
01:35:05,77,2022-03-23
01:35:10,69,2022-03-23
01:35:15,67,2022-03-23
01:35:20,63,2022-03-23
01:35:25,63,2022-03-23
01:35:30,64,2022-03-23
01:35:35,67,2022-03-23
01:35:40,68,2022-03-23
01:35:45,69,2022-03-23
01:35:50,66,2022-03-23
01:36:00,68,2022-03-23
01:36:05,69,2022-03-23
01:36:10,67,2022-03-23
01:36:15,66,2022-03-23
01:36:25,67,2022-03-23
01:36:30,69,2022-03-23
01:36:35,72,2022-03-23
01:36:40,75,2022-03-23
01:36:45,80,2022-03-23
01:36:50,76,2022-03-23
01:36:55,74,2022-03-23
01:37:00,75,2022-03-23
01:37:05,76,2022-03-23
01:37:15,75,2022-03-23
01:37:20,72,2022-03-23
01:37:25,61,2022-03-23
01:37:30,67,2022-03-23
01:37:35,71,2022-03-23
01:37:45,70,2022-03-23
01:37:50,72,2022-03-23
01:37:55,71,2022-03-23
01:38:00,71,2022-03-23
01:38:05,75,2022-03-23
